question_id;question_text;survey_name;directorate
Q06029;Berapa jumlah anggota rumah tangga di tempat tinggal ini?;Sensus Pertanian;Direktorat Statistik Pertanian
Q06030;Berapa pengeluaran konsumsi pangan rumah tangga bulan lalu?;SUSENAS;Direktorat Statistik Kesejahteraan Rakyat
Q06031;Bagaimana kondisi bangunan tempat tinggal?;Sensus Pertanian;Direktorat Statistik Pertanian
Q06032;Apakah Anda menggunakan internet untuk kegiatan usaha?;SUSENAS;Direktorat Statistik Kesejahteraan Rakyat
Q06033;Berapa luas lahan yang diusahakan rumah tangga?;Survei Hortikultura;Direktorat Statistik Pertanian
Q06034;Berapa produksi komoditas utama musim panen terakhir?;SUSENAS;Direktorat Statistik Kesejahteraan Rakyat
Q06035;Apakah Anda menggunakan pupuk subsidi?;Survei Hortikultura;Direktorat Statistik Pertanian
Q06036;Berapa produksi komoditas utama musim panen terakhir?;Sensus Penduduk;Direktorat Statistik Kependudukan dan Ketenagakerjaan
Q06037;Berapa pengeluaran konsumsi pangan rumah tangga bulan lalu?;Survei Hortikultura;Direktorat Statistik Pertanian
Q06038;Apakah rumah tangga memelihara ternak dalam setahun terakhir?;Sensus Perumahan;Direktorat Statistik Perumahan dan Kawasan Permukiman
Q06039;Apa tingkat pendidikan tertinggi yang diselesaikan?;Sakernas;Direktorat Statistik Kependudukan dan Ketenagakerjaan
Q06040;Apa hubungan Anda dengan kepala rumah tangga?;Survei Hortikultura;Direktorat Statistik Pertanian
Q06041;Apakah Anda menggunakan pupuk subsidi?;Survei Hortikultura;Direktorat Statistik Pertanian
Q06042;Apa jenis pekerjaan utama Anda?;Survei UMKM;Direktorat Statistik Distribusi dan Jasa
Q06043;Apakah Anda pernah pindah tempat tinggal dalam lima tahun?;Sensus Penduduk;Direktorat Statistik Kependudukan dan Ketenagakerjaan
Q06044;Berapa jarak ke fasilitas kesehatan terdekat?;Sakernas;Direktorat Statistik Kependudukan dan Ketenagakerjaan
Q06045;Berapa produksi komoditas utama musim panen terakhir?;SUSENAS;Direktorat Statistik Kesejahteraan Rakyat
Q06046;Berapa produksi komoditas utama musim panen terakhir?;Sensus Pertanian;Direktorat Statistik Pertanian
Q06047;Bagaimana kondisi bangunan tempat tinggal?;SUSENAS;Direktorat Statistik Kesejahteraan Rakyat
Q06048;Berapa produksi komoditas utama musim panen terakhir?;Survei UMKM;Direktorat Statistik Distribusi dan Jasa
Q06049;Apakah Anda pernah pindah tempat tinggal dalam lima tahun?;SUSENAS;Direktorat Statistik Kesejahteraan Rakyat
Q06050;Berapa jumlah anggota rumah tangga di tempat tinggal ini?;Sensus Pertanian;Direktorat Statistik Pertanian
Q06051;Berapa jumlah anggota rumah tangga di tempat tinggal ini?;Sensus Penduduk;Direktorat Statistik Kependudukan dan Ketenagakerjaan
Q06052;Berapa luas lahan yang diusahakan rumah tangga?;Survei UMKM;Direktorat Statistik Distribusi dan Jasa
Q06053;Apakah Anda menggunakan pupuk subsidi?;Sensus Penduduk;Direktorat Statistik Kependudukan dan Ketenagakerjaan
Q06054;Apa jenis pekerjaan utama Anda?;Survei Industri;Direktorat Statistik Industri
Q06055;Apakah anggota rumah tangga memiliki jaminan kesehatan?;SUSENAS;Direktorat Statistik Kesejahteraan Rakyat
Q06056;Berapa jumlah pekerja tetap di usaha ini?;Survei UMKM;Direktorat Statistik Distribusi dan Jasa
Q06057;Bagaimana kondisi bangunan tempat tinggal?;Survei Industri;Direktorat Statistik Industri
Q06058;Apa hubungan Anda dengan kepala rumah tangga?;Survei Hortikultura;Direktorat Statistik Pertanian
Q06059;Berapa jarak ke fasilitas kesehatan terdekat?;SUSENAS;Direktorat Statistik Kesejahteraan Rakyat
Q06060;Berapa pendapatan usaha bulan lalu?;Survei Industri;Direktorat Statistik Industri
Q06061;Apakah rumah tangga memelihara ternak dalam setahun terakhir?;Survei Hortikultura;Direktorat Statistik Pertanian
Q06062;Berapa jumlah pekerja tetap di usaha ini?;Sensus Pertanian;Direktorat Statistik Pertanian
Q06063;Berapa jumlah pekerja tetap di usaha ini?;Sensus Perumahan;Direktorat Statistik Perumahan dan Kawasan Permukiman
Q06064;Berapa produksi komoditas utama musim panen terakhir?;SUSENAS;Direktorat Statistik Kesejahteraan Rakyat
Q06065;Berapa jumlah anggota rumah tangga di tempat tinggal ini?;Sensus Pertanian;Direktorat Statistik Pertanian
Q06066;Apakah rumah tangga memelihara ternak dalam setahun terakhir?;SUSENAS;Direktorat Statistik Kesejahteraan Rakyat
Q06067;Apakah rumah tangga memelihara ternak dalam setahun terakhir?;Sakernas;Direktorat Statistik Kependudukan dan Ketenagakerjaan
Q06068;Apakah rumah memiliki sumber air minum layak?;Survei Industri;Direktorat Statistik Industri
Q06069;Apakah Anda menggunakan internet untuk kegiatan usaha?;Sakernas;Direktorat Statistik Kependudukan dan Ketenagakerjaan
Q06070;Berapa pengeluaran konsumsi pangan rumah tangga bulan lalu?;Sensus Perumahan;Direktorat Statistik Perumahan dan Kawasan Permukiman
Q06071;Berapa luas lahan yang diusahakan rumah tangga?;Sensus Penduduk;Direktorat Statistik Kependudukan dan Ketenagakerjaan
Q06072;Apakah rumah tangga memiliki akses sanitasi layak?;Sensus Penduduk;Direktorat Statistik Kependudukan dan Ketenagakerjaan
Q06073;Apakah Anda bekerja dalam seminggu terakhir?;Survei UMKM;Direktorat Statistik Distribusi dan Jasa
Q06074;Apakah Anda menggunakan pupuk subsidi?;Survei Hortikultura;Direktorat Statistik Pertanian
Q06075;Berapa pengeluaran konsumsi pangan rumah tangga bulan lalu?;Sensus Pertanian;Direktorat Statistik Pertanian
Q06076;Bagaimana kondisi bangunan tempat tinggal?;Sakernas;Direktorat Statistik Kependudukan dan Ketenagakerjaan
Q06077;Apa tingkat pendidikan tertinggi yang diselesaikan?;SUSENAS;Direktorat Statistik Kesejahteraan Rakyat
Q06078;Apakah Anda menggunakan internet untuk kegiatan usaha?;Survei UMKM;Direktorat Statistik Distribusi dan Jasa
Q06079;Apa jenis pekerjaan utama Anda?;Survei Industri;Direktorat Statistik Industri
Q06080;Apakah rumah tangga memiliki akses sanitasi layak?;Sensus Penduduk;Direktorat Statistik Kependudukan dan Ketenagakerjaan
Q06081;Apakah rumah tangga memiliki akses sanitasi layak?;Sakernas;Direktorat Statistik Kependudukan dan Ketenagakerjaan
Q06082;Apakah rumah tangga memiliki akses sanitasi layak?;SUSENAS;Direktorat Statistik Kesejahteraan Rakyat
Q06083;Bagaimana kondisi bangunan tempat tinggal?;Sensus Perumahan;Direktorat Statistik Perumahan dan Kawasan Permukiman
Q06084;Apa jenis pekerjaan utama Anda?;Survei Industri;Direktorat Statistik Industri
Q06085;Apakah Anda bekerja dalam seminggu terakhir?;Sensus Pertanian;Direktorat Statistik Pertanian
Q06086;Berapa jarak ke fasilitas kesehatan terdekat?;Sensus Perumahan;Direktorat Statistik Perumahan dan Kawasan Permukiman
Q06087;Apa jenis pekerjaan utama Anda?;Sensus Perumahan;Direktorat Statistik Perumahan dan Kawasan Permukiman
Q06088;Berapa jumlah pekerja tetap di usaha ini?;Sakernas;Direktorat Statistik Kependudukan dan Ketenagakerjaan
Q06089;Apa jenis pekerjaan utama Anda?;Sensus Perumahan;Direktorat Statistik Perumahan dan Kawasan Permukiman
Q06090;Apakah Anda pernah pindah tempat tinggal dalam lima tahun?;Sensus Penduduk;Direktorat Statistik Kependudukan dan Ketenagakerjaan
Q06091;Apakah usaha memiliki izin resmi?;Survei Hortikultura;Direktorat Statistik Pertanian
Q06092;Apakah Anda pernah pindah tempat tinggal dalam lima tahun?;Sensus Penduduk;Direktorat Statistik Kependudukan dan Ketenagakerjaan
Q06093;Apakah Anda bekerja dalam seminggu terakhir?;Sensus Pertanian;Direktorat Statistik Pertanian
Q06094;Apakah rumah tangga memiliki akses sanitasi layak?;SUSENAS;Direktorat Statistik Kesejahteraan Rakyat
Q06095;Apakah rumah tangga memiliki akses sanitasi layak?;Survei Hortikultura;Direktorat Statistik Pertanian
Q06096;Berapa jarak ke fasilitas kesehatan terdekat?;Sakernas;Direktorat Statistik Kependudukan dan Ketenagakerjaan
Q06097;Berapa jarak ke fasilitas kesehatan terdekat?;Survei Hortikultura;Direktorat Statistik Pertanian
Q06098;Berapa pengeluaran konsumsi pangan rumah tangga bulan lalu?;SUSENAS;Direktorat Statistik Kesejahteraan Rakyat
Q06099;Berapa produksi komoditas utama musim panen terakhir?;Sakernas;Direktorat Statistik Kependudukan dan Ketenagakerjaan
Q06100;Apakah rumah memiliki sumber air minum layak?;SUSENAS;Direktorat Statistik Kesejahteraan Rakyat
Q06101;Apa hubungan Anda dengan kepala rumah tangga?;Sensus Pertanian;Direktorat Statistik Pertanian
Q06102;Berapa produksi komoditas utama musim panen terakhir?;Sensus Pertanian;Direktorat Statistik Pertanian
Q06103;Apa jenis pekerjaan utama Anda?;SUSENAS;Direktorat Statistik Kesejahteraan Rakyat
Q06104;Apakah usaha memiliki izin resmi?;Survei UMKM;Direktorat Statistik Distribusi dan Jasa
Q06105;Apakah Anda menggunakan internet untuk kegiatan usaha?;Sensus Perumahan;Direktorat Statistik Perumahan dan Kawasan Permukiman
Q06106;Berapa produksi komoditas utama musim panen terakhir?;Survei Hortikultura;Direktorat Statistik Pertanian
Q06107;Apakah Anda menggunakan pupuk subsidi?;Sakernas;Direktorat Statistik Kependudukan dan Ketenagakerjaan
Q06108;Berapa jumlah anggota rumah tangga di tempat tinggal ini?;Sakernas;Direktorat Statistik Kependudukan dan Ketenagakerjaan
Q06109;Apakah anggota rumah tangga memiliki jaminan kesehatan?;Sensus Pertanian;Direktorat Statistik Pertanian
Q06110;Apa hubungan Anda dengan kepala rumah tangga?;Sensus Perumahan;Direktorat Statistik Perumahan dan Kawasan Permukiman
Q06111;Berapa pendapatan usaha bulan lalu?;Sensus Perumahan;Direktorat Statistik Perumahan dan Kawasan Permukiman
Q06112;Apakah usaha memiliki izin resmi?;Survei Hortikultura;Direktorat Statistik Pertanian
Q06113;Apakah Anda menggunakan internet untuk kegiatan usaha?;SUSENAS;Direktorat Statistik Kesejahteraan Rakyat
Q06114;Apakah Anda pernah pindah tempat tinggal dalam lima tahun?;Sensus Penduduk;Direktorat Statistik Kependudukan dan Ketenagakerjaan
Q06115;Apa jenis pekerjaan utama Anda?;Sensus Perumahan;Direktorat Statistik Perumahan dan Kawasan Permukiman
Q06116;Berapa jumlah pekerja tetap di usaha ini?;Sensus Perumahan;Direktorat Statistik Perumahan dan Kawasan Permukiman
Q06117;Apakah rumah tangga memiliki akses sanitasi layak?;Sensus Penduduk;Direktorat Statistik Kependudukan dan Ketenagakerjaan
Q06118;Berapa luas lahan yang diusahakan rumah tangga?;Survei UMKM;Direktorat Statistik Distribusi dan Jasa
Q06119;Apakah rumah tangga memiliki akses sanitasi layak?;Sakernas;Direktorat Statistik Kependudukan dan Ketenagakerjaan
Q06120;Berapa pengeluaran konsumsi pangan rumah tangga bulan lalu?;SUSENAS;Direktorat Statistik Kesejahteraan Rakyat
Q06121;Berapa pengeluaran konsumsi pangan rumah tangga bulan lalu?;Sensus Penduduk;Direktorat Statistik Kependudukan dan Ketenagakerjaan
Q06122;Berapa jumlah pekerja tetap di usaha ini?;Sensus Pertanian;Direktorat Statistik Pertanian
Q06123;Berapa jumlah pekerja tetap di usaha ini?;Survei Industri;Direktorat Statistik Industri
Q06124;Berapa pengeluaran konsumsi pangan rumah tangga bulan lalu?;Survei Hortikultura;Direktorat Statistik Pertanian
Q06125;Apakah anggota rumah tangga memiliki jaminan kesehatan?;Sensus Perumahan;Direktorat Statistik Perumahan dan Kawasan Permukiman
Q06126;Bagaimana kondisi bangunan tempat tinggal?;Sensus Perumahan;Direktorat Statistik Perumahan dan Kawasan Permukiman
Q06127;Apakah rumah memiliki sumber air minum layak?;Sensus Penduduk;Direktorat Statistik Kependudukan dan Ketenagakerjaan
Q06128;Apakah rumah tangga memiliki akses sanitasi layak?;Sensus Perumahan;Direktorat Statistik Perumahan dan Kawasan Permukiman
Q06129;Berapa jarak ke fasilitas kesehatan terdekat?;Sensus Penduduk;Direktorat Statistik Kependudukan dan Ketenagakerjaan
Q06130;Apakah rumah tangga memelihara ternak dalam setahun terakhir?;Sensus Perumahan;Direktorat Statistik Perumahan dan Kawasan Permukiman
Q06131;Apakah Anda bekerja dalam seminggu terakhir?;Sensus Penduduk;Direktorat Statistik Kependudukan dan Ketenagakerjaan
Q06132;Apakah rumah tangga memelihara ternak dalam setahun terakhir?;Survei Hortikultura;Direktorat Statistik Pertanian
Q06133;Apakah anggota rumah tangga memiliki jaminan kesehatan?;Survei UMKM;Direktorat Statistik Distribusi dan Jasa
Q06134;Berapa jarak ke fasilitas kesehatan terdekat?;Survei Hortikultura;Direktorat Statistik Pertanian
Q06135;Apa hubungan Anda dengan kepala rumah tangga?;Survei UMKM;Direktorat Statistik Distribusi dan Jasa
Q06136;Apa jenis pekerjaan utama Anda?;Sensus Perumahan;Direktorat Statistik Perumahan dan Kawasan Permukiman
Q06137;Bagaimana kondisi bangunan tempat tinggal?;Survei Hortikultura;Direktorat Statistik Pertanian
Q06138;Bagaimana kondisi bangunan tempat tinggal?;Sensus Penduduk;Direktorat Statistik Kependudukan dan Ketenagakerjaan
Q06139;Berapa jumlah anggota rumah tangga di tempat tinggal ini?;Survei UMKM;Direktorat Statistik Distribusi dan Jasa
Q06140;Apakah rumah memiliki sumber air minum layak?;Sakernas;Direktorat Statistik Kependudukan dan Ketenagakerjaan
Q06141;Apakah Anda bekerja dalam seminggu terakhir?;SUSENAS;Direktorat Statistik Kesejahteraan Rakyat
Q06142;Apakah Anda pernah pindah tempat tinggal dalam lima tahun?;Survei UMKM;Direktorat Statistik Distribusi dan Jasa
Q06143;Berapa pendapatan usaha bulan lalu?;Survei Hortikultura;Direktorat Statistik Pertanian
Q06144;Berapa pengeluaran konsumsi pangan rumah tangga bulan lalu?;Sensus Pertanian;Direktorat Statistik Pertanian
Q06145;Apa jenis pekerjaan utama Anda?;Survei Hortikultura;Direktorat Statistik Pertanian
Q06146;Bagaimana kondisi bangunan tempat tinggal?;Sensus Perumahan;Direktorat Statistik Perumahan dan Kawasan Permukiman
Q06147;Apakah anggota rumah tangga memiliki jaminan kesehatan?;Sensus Pertanian;Direktorat Statistik Pertanian
Q06148;Bagaimana kondisi bangunan tempat tinggal?;Survei Hortikultura;Direktorat Statistik Pertanian
Q06149;Apakah Anda menggunakan pupuk subsidi?;Sensus Perumahan;Direktorat Statistik Perumahan dan Kawasan Permukiman
Q06150;Berapa luas lahan yang diusahakan rumah tangga?;SUSENAS;Direktorat Statistik Kesejahteraan Rakyat
Q06151;Apakah rumah tangga memiliki akses sanitasi layak?;Sensus Perumahan;Direktorat Statistik Perumahan dan Kawasan Permukiman
Q06152;Apakah anggota rumah tangga memiliki jaminan kesehatan?;Sensus Pertanian;Direktorat Statistik Pertanian
Q06153;Apakah rumah tangga memelihara ternak dalam setahun terakhir?;Survei Hortikultura;Direktorat Statistik Pertanian
Q06154;Berapa pendapatan usaha bulan lalu?;SUSENAS;Direktorat Statistik Kesejahteraan Rakyat
Q06155;Apakah rumah tangga memiliki akses sanitasi layak?;Sensus Perumahan;Direktorat Statistik Perumahan dan Kawasan Permukiman
Q06156;Berapa jumlah anggota rumah tangga di tempat tinggal ini?;Survei Industri;Direktorat Statistik Industri
Q06157;Apakah usaha memiliki izin resmi?;Sensus Perumahan;Direktorat Statistik Perumahan dan Kawasan Permukiman
Q06158;Berapa pendapatan usaha bulan lalu?;Survei Industri;Direktorat Statistik Industri
Q06159;Apakah rumah tangga memelihara ternak dalam setahun terakhir?;Survei UMKM;Direktorat Statistik Distribusi dan Jasa
Q06160;Berapa jarak ke fasilitas kesehatan terdekat?;Sensus Penduduk;Direktorat Statistik Kependudukan dan Ketenagakerjaan
Q06161;Apakah Anda pernah pindah tempat tinggal dalam lima tahun?;SUSENAS;Direktorat Statistik Kesejahteraan Rakyat
Q06162;Apakah Anda bekerja dalam seminggu terakhir?;SUSENAS;Direktorat Statistik Kesejahteraan Rakyat
Q06163;Apa hubungan Anda dengan kepala rumah tangga?;Sensus Pertanian;Direktorat Statistik Pertanian
Q06164;Apakah Anda bekerja dalam seminggu terakhir?;Sensus Penduduk;Direktorat Statistik Kependudukan dan Ketenagakerjaan
Q06165;Apakah rumah tangga memelihara ternak dalam setahun terakhir?;Survei Hortikultura;Direktorat Statistik Pertanian
Q06166;Apakah Anda bekerja dalam seminggu terakhir?;Sensus Penduduk;Direktorat Statistik Kependudukan dan Ketenagakerjaan
Q06167;Apa tingkat pendidikan tertinggi yang diselesaikan?;Sensus Perumahan;Direktorat Statistik Perumahan dan Kawasan Permukiman
Q06168;Berapa jarak ke fasilitas kesehatan terdekat?;Sakernas;Direktorat Statistik Kependudukan dan Ketenagakerjaan
Q06169;Apakah rumah memiliki sumber air minum layak?;Survei Industri;Direktorat Statistik Industri
Q06170;Apakah anggota rumah tangga memiliki jaminan kesehatan?;SUSENAS;Direktorat Statistik Kesejahteraan Rakyat
Q06171;Berapa produksi komoditas utama musim panen terakhir?;Sensus Penduduk;Direktorat Statistik Kependudukan dan Ketenagakerjaan
Q06172;Apakah rumah tangga memelihara ternak dalam setahun terakhir?;Sakernas;Direktorat Statistik Kependudukan dan Ketenagakerjaan
Q06173;Apa hubungan Anda dengan kepala rumah tangga?;Sensus Pertanian;Direktorat Statistik Pertanian
Q06174;Berapa produksi komoditas utama musim panen terakhir?;Survei Hortikultura;Direktorat Statistik Pertanian
Q06175;Apa jenis pekerjaan utama Anda?;SUSENAS;Direktorat Statistik Kesejahteraan Rakyat
Q06176;Apa tingkat pendidikan tertinggi yang diselesaikan?;Sensus Perumahan;Direktorat Statistik Perumahan dan Kawasan Permukiman
Q06177;Apakah Anda menggunakan internet untuk kegiatan usaha?;SUSENAS;Direktorat Statistik Kesejahteraan Rakyat
Q06178;Berapa pengeluaran konsumsi pangan rumah tangga bulan lalu?;Sensus Pertanian;Direktorat Statistik Pertanian
Q06179;Apakah Anda menggunakan internet untuk kegiatan usaha?;Sensus Pertanian;Direktorat Statistik Pertanian
Q06180;Berapa produksi komoditas utama musim panen terakhir?;Survei UMKM;Direktorat Statistik Distribusi dan Jasa
Q06181;Berapa produksi komoditas utama musim panen terakhir?;Survei Hortikultura;Direktorat Statistik Pertanian
Q06182;Apakah anggota rumah tangga memiliki jaminan kesehatan?;Sensus Penduduk;Direktorat Statistik Kependudukan dan Ketenagakerjaan
Q06183;Apakah Anda bekerja dalam seminggu terakhir?;Survei Hortikultura;Direktorat Statistik Pertanian
Q06184;Apakah rumah tangga memelihara ternak dalam setahun terakhir?;Sakernas;Direktorat Statistik Kependudukan dan Ketenagakerjaan
Q06185;Apakah Anda bekerja dalam seminggu terakhir?;Survei Industri;Direktorat Statistik Industri
Q06186;Berapa produksi komoditas utama musim panen terakhir?;Survei UMKM;Direktorat Statistik Distribusi dan Jasa
Q06187;Berapa jumlah anggota rumah tangga di tempat tinggal ini?;Survei Industri;Direktorat Statistik Industri
Q06188;Berapa jumlah anggota rumah tangga di tempat tinggal ini?;Sakernas;Direktorat Statistik Kependudukan dan Ketenagakerjaan
Q06189;Apakah rumah tangga memelihara ternak dalam setahun terakhir?;Survei UMKM;Direktorat Statistik Distribusi dan Jasa
Q06190;Apakah Anda menggunakan internet untuk kegiatan usaha?;Survei Industri;Direktorat Statistik Industri
Q06191;Berapa pengeluaran konsumsi pangan rumah tangga bulan lalu?;Sensus Pertanian;Direktorat Statistik Pertanian
Q06192;Apakah anggota rumah tangga memiliki jaminan kesehatan?;Sensus Perumahan;Direktorat Statistik Perumahan dan Kawasan Permukiman
Q06193;Berapa produksi komoditas utama musim panen terakhir?;Sensus Perumahan;Direktorat Statistik Perumahan dan Kawasan Permukiman
Q06194;Apakah rumah memiliki sumber air minum layak?;Sensus Perumahan;Direktorat Statistik Perumahan dan Kawasan Permukiman
Q06195;Apakah Anda bekerja dalam seminggu terakhir?;Survei Hortikultura;Direktorat Statistik Pertanian
Q06196;Apakah Anda pernah pindah tempat tinggal dalam lima tahun?;SUSENAS;Direktorat Statistik Kesejahteraan Rakyat
Q06197;Bagaimana kondisi bangunan tempat tinggal?;Survei UMKM;Direktorat Statistik Distribusi dan Jasa
Q06198;Apakah anggota rumah tangga memiliki jaminan kesehatan?;Sensus Pertanian;Direktorat Statistik Pertanian
Q06199;Apa tingkat pendidikan tertinggi yang diselesaikan?;Sensus Pertanian;Direktorat Statistik Pertanian
Q06200;Berapa luas lahan yang diusahakan rumah tangga?;Survei Hortikultura;Direktorat Statistik Pertanian
Q06201;Apakah Anda menggunakan pupuk subsidi?;Sensus Perumahan;Direktorat Statistik Perumahan dan Kawasan Permukiman
Q06202;Apakah rumah memiliki sumber air minum layak?;Sensus Perumahan;Direktorat Statistik Perumahan dan Kawasan Permukiman
Q06203;Apakah anggota rumah tangga memiliki jaminan kesehatan?;Survei Hortikultura;Direktorat Statistik Pertanian
Q06204;Berapa jumlah anggota rumah tangga di tempat tinggal ini?;Sensus Perumahan;Direktorat Statistik Perumahan dan Kawasan Permukiman
Q06205;Berapa luas lahan yang diusahakan rumah tangga?;Sensus Penduduk;Direktorat Statistik Kependudukan dan Ketenagakerjaan
Q06206;Apakah usaha memiliki izin resmi?;Sensus Penduduk;Direktorat Statistik Kependudukan dan Ketenagakerjaan
Q06207;Apakah rumah tangga memiliki akses sanitasi layak?;Sakernas;Direktorat Statistik Kependudukan dan Ketenagakerjaan
Q06208;Apa jenis pekerjaan utama Anda?;SUSENAS;Direktorat Statistik Kesejahteraan Rakyat
Q06209;Apakah anggota rumah tangga memiliki jaminan kesehatan?;SUSENAS;Direktorat Statistik Kesejahteraan Rakyat
Q06210;Berapa pendapatan usaha bulan lalu?;Sensus Perumahan;Direktorat Statistik Perumahan dan Kawasan Permukiman
Q06211;Apa hubungan Anda dengan kepala rumah tangga?;Sensus Pertanian;Direktorat Statistik Pertanian
Q06212;Berapa pendapatan usaha bulan lalu?;SUSENAS;Direktorat Statistik Kesejahteraan Rakyat
Q06213;Berapa luas lahan yang diusahakan rumah tangga?;Sensus Perumahan;Direktorat Statistik Perumahan dan Kawasan Permukiman
Q06214;Berapa jumlah anggota rumah tangga di tempat tinggal ini?;Sensus Perumahan;Direktorat Statistik Perumahan dan Kawasan Permukiman
Q06215;Apakah Anda menggunakan internet untuk kegiatan usaha?;Sensus Pertanian;Direktorat Statistik Pertanian
Q06216;Apa jenis pekerjaan utama Anda?;Survei Industri;Direktorat Statistik Industri
Q06217;Apakah rumah memiliki sumber air minum layak?;Sensus Pertanian;Direktorat Statistik Pertanian
Q06218;Apakah rumah tangga memiliki akses sanitasi layak?;Sakernas;Direktorat Statistik Kependudukan dan Ketenagakerjaan
Q06219;Apakah Anda bekerja dalam seminggu terakhir?;Sensus Perumahan;Direktorat Statistik Perumahan dan Kawasan Permukiman
Q06220;Berapa jumlah pekerja tetap di usaha ini?;Sensus Pertanian;Direktorat Statistik Pertanian
Q06221;Apa hubungan Anda dengan kepala rumah tangga?;Survei Hortikultura;Direktorat Statistik Pertanian
Q06222;Apa jenis pekerjaan utama Anda?;Sakernas;Direktorat Statistik Kependudukan dan Ketenagakerjaan
Q06223;Apakah Anda pernah pindah tempat tinggal dalam lima tahun?;Sensus Perumahan;Direktorat Statistik Perumahan dan Kawasan Permukiman
Q06224;Apakah Anda pernah pindah tempat tinggal dalam lima tahun?;Survei Industri;Direktorat Statistik Industri
Q06225;Apakah usaha memiliki izin resmi?;SUSENAS;Direktorat Statistik Kesejahteraan Rakyat
Q06226;Apakah Anda menggunakan internet untuk kegiatan usaha?;Survei Hortikultura;Direktorat Statistik Pertanian
Q06227;Apa hubungan Anda dengan kepala rumah tangga?;Survei UMKM;Direktorat Statistik Distribusi dan Jasa
Q06228;Berapa jarak ke fasilitas kesehatan terdekat?;Sensus Penduduk;Direktorat Statistik Kependudukan dan Ketenagakerjaan
Q06229;Apakah Anda pernah pindah tempat tinggal dalam lima tahun?;SUSENAS;Direktorat Statistik Kesejahteraan Rakyat
Q06230;Berapa luas lahan yang diusahakan rumah tangga?;Sensus Penduduk;Direktorat Statistik Kependudukan dan Ketenagakerjaan
Q06231;Bagaimana kondisi bangunan tempat tinggal?;Sensus Penduduk;Direktorat Statistik Kependudukan dan Ketenagakerjaan
Q06232;Apa tingkat pendidikan tertinggi yang diselesaikan?;Survei Industri;Direktorat Statistik Industri
Q06233;Apakah Anda bekerja dalam seminggu terakhir?;SUSENAS;Direktorat Statistik Kesejahteraan Rakyat
Q06234;Apakah rumah memiliki sumber air minum layak?;Survei Industri;Direktorat Statistik Industri
Q06235;Berapa pendapatan usaha bulan lalu?;Sensus Perumahan;Direktorat Statistik Perumahan dan Kawasan Permukiman
Q06236;Apakah Anda bekerja dalam seminggu terakhir?;Survei Hortikultura;Direktorat Statistik Pertanian
Q06237;Berapa jumlah anggota rumah tangga di tempat tinggal ini?;SUSENAS;Direktorat Statistik Kesejahteraan Rakyat
Q06238;Apakah Anda pernah pindah tempat tinggal dalam lima tahun?;Survei Industri;Direktorat Statistik Industri
Q06239;Apakah Anda bekerja dalam seminggu terakhir?;Sensus Perumahan;Direktorat Statistik Perumahan dan Kawasan Permukiman
Q06240;Apakah rumah tangga memelihara ternak dalam setahun terakhir?;Sakernas;Direktorat Statistik Kependudukan dan Ketenagakerjaan
Q06241;Apakah Anda pernah pindah tempat tinggal dalam lima tahun?;Survei UMKM;Direktorat Statistik Distribusi dan Jasa
Q06242;Berapa jarak ke fasilitas kesehatan terdekat?;Sensus Perumahan;Direktorat Statistik Perumahan dan Kawasan Permukiman
Q06243;Berapa pengeluaran konsumsi pangan rumah tangga bulan lalu?;Sensus Perumahan;Direktorat Statistik Perumahan dan Kawasan Permukiman
Q06244;Apakah Anda menggunakan pupuk subsidi?;Sensus Pertanian;Direktorat Statistik Pertanian
Q06245;Apakah rumah tangga memelihara ternak dalam setahun terakhir?;Survei UMKM;Direktorat Statistik Distribusi dan Jasa
Q06246;Berapa jumlah pekerja tetap di usaha ini?;Sensus Penduduk;Direktorat Statistik Kependudukan dan Ketenagakerjaan
Q06247;Apakah rumah memiliki sumber air minum layak?;Sensus Perumahan;Direktorat Statistik Perumahan dan Kawasan Permukiman
Q06248;Berapa produksi komoditas utama musim panen terakhir?;Sensus Pertanian;Direktorat Statistik Pertanian
Q06249;Apakah usaha memiliki izin resmi?;Survei UMKM;Direktorat Statistik Distribusi dan Jasa
Q06250;Apakah Anda menggunakan internet untuk kegiatan usaha?;Survei UMKM;Direktorat Statistik Distribusi dan Jasa
Q06251;Apakah anggota rumah tangga memiliki jaminan kesehatan?;Survei UMKM;Direktorat Statistik Distribusi dan Jasa
Q06252;Apakah Anda menggunakan pupuk subsidi?;Sakernas;Direktorat Statistik Kependudukan dan Ketenagakerjaan
Q06253;Berapa pendapatan usaha bulan lalu?;Sensus Pertanian;Direktorat Statistik Pertanian
Q06254;Apa hubungan Anda dengan kepala rumah tangga?;Survei UMKM;Direktorat Statistik Distribusi dan Jasa
Q06255;Bagaimana kondisi bangunan tempat tinggal?;Sensus Pertanian;Direktorat Statistik Pertanian
Q06256;Bagaimana kondisi bangunan tempat tinggal?;Sakernas;Direktorat Statistik Kependudukan dan Ketenagakerjaan
Q06257;Berapa produksi komoditas utama musim panen terakhir?;Survei Hortikultura;Direktorat Statistik Pertanian
Q06258;Apakah Anda bekerja dalam seminggu terakhir?;Sakernas;Direktorat Statistik Kependudukan dan Ketenagakerjaan
Q06259;Berapa jarak ke fasilitas kesehatan terdekat?;Sensus Perumahan;Direktorat Statistik Perumahan dan Kawasan Permukiman
Q06260;Apa hubungan Anda dengan kepala rumah tangga?;Sensus Perumahan;Direktorat Statistik Perumahan dan Kawasan Permukiman
