id1,id2,survey1,survey2,question1,question2,similarity
Q02506,Q03060,Survei UMKM,Survei Hortikultura,Apa jenis pengeluaran rumah tangga yang diterima rumah tangga dalam periode sebelumnya?,Apa jenis pengeluaran rumah tangga yang dicatat rumah tangga dalam periode sebelumnya?,0.9838756918907166
Q02506,Q04617,Survei UMKM,Survei UMKM,Apa jenis pengeluaran rumah tangga yang diterima rumah tangga dalam periode sebelumnya?,Apa jenis pengeluaran rumah tangga yang tersedia rumah tangga dalam periode sebelumnya?,0.9831112623214722
Q02506,Q06583,Survei UMKM,SUSENAS,Apa jenis pengeluaran rumah tangga yang diterima rumah tangga dalam periode sebelumnya?,Apa jenis pengeluaran rumah tangga yang dialami rumah tangga dalam periode sebelumnya?,0.9820948243141174
Q02506,Q05531,Survei UMKM,Sensus Perumahan,Apa jenis pengeluaran rumah tangga yang diterima rumah tangga dalam periode sebelumnya?,Apa jenis pengeluaran rumah tangga yang dilakukan rumah tangga dalam periode sebelumnya?,0.9800280332565308
Q02506,Q09758,Survei UMKM,Survei UMKM,Apa jenis pengeluaran rumah tangga yang diterima rumah tangga dalam periode sebelumnya?,Apa jenis pengeluaran rumah tangga yang digunakan rumah tangga dalam periode sebelumnya?,0.9732866287231445
Q02506,Q06208,Survei UMKM,Survei Industri,Apa jenis pengeluaran rumah tangga yang diterima rumah tangga dalam periode sebelumnya?,Apa jenis pengeluaran rumah tangga yang dihasilkan rumah tangga dalam periode sebelumnya?,0.9685997366905212
Q02506,Q05409,Survei UMKM,Survei UMKM,Apa jenis pengeluaran rumah tangga yang diterima rumah tangga dalam periode sebelumnya?,Bagaimana kondisi pengeluaran rumah tangga yang tersedia di periode sebelumnya?,0.9442330598831177
Q02507,Q07687,SUSENAS,Survei UMKM,Bagaimana kondisi kegiatan usaha yang dikelola di bulan lalu?,Bagaimana kondisi kegiatan usaha yang dilakukan di bulan lalu?,0.9904428124427795
Q02507,Q03095,SUSENAS,Sensus Pertanian,Bagaimana kondisi kegiatan usaha yang dikelola di bulan lalu?,Bagaimana kondisi kegiatan usaha yang dimiliki di bulan lalu?,0.9897228479385376
Q02507,Q06306,SUSENAS,Survei Industri,Bagaimana kondisi kegiatan usaha yang dikelola di bulan lalu?,Bagaimana kondisi kegiatan usaha yang tersedia di bulan lalu?,0.9800719022750854
Q02507,Q07525,SUSENAS,Survei Industri,Bagaimana kondisi kegiatan usaha yang dikelola di bulan lalu?,Bagaimana kondisi kegiatan usaha yang dialami di bulan lalu?,0.9786419868469238
Q02507,Q03238,SUSENAS,SUSENAS,Bagaimana kondisi kegiatan usaha yang dikelola di bulan lalu?,Bagaimana kondisi kegiatan usaha yang diterima di bulan lalu?,0.9626187086105347
Q02507,Q05785,SUSENAS,Sakernas,Bagaimana kondisi kegiatan usaha yang dikelola di bulan lalu?,Apakah terdapat kegiatan usaha yang dimiliki dalam bulan lalu?,0.8903079032897949
Q02508,Q05303,Sakernas,Sensus Pertanian,Mohon sebutkan kegiatan usaha yang dimiliki di rumah tangga ini.,Mohon sebutkan kegiatan usaha yang digunakan di rumah tangga ini.,0.9565842151641846
Q02508,Q03791,Sakernas,Survei UMKM,Mohon sebutkan kegiatan usaha yang dimiliki di rumah tangga ini.,Mohon sebutkan kegiatan usaha yang dilakukan di rumah tangga ini.,0.9214830994606018
Q02508,Q07025,Sakernas,Sakernas,Mohon sebutkan kegiatan usaha yang dimiliki di rumah tangga ini.,Bisakah Anda menyebutkan kegiatan usaha yang utama terkait rumah tangga ini?,0.9181550145149231
Q02508,Q03900,Sakernas,Survei Industri,Mohon sebutkan kegiatan usaha yang dimiliki di rumah tangga ini.,Mohon sebutkan kegiatan usaha yang diterima di rumah tangga ini.,0.9180432558059692
Q02508,Q09520,Sakernas,Sensus Pertanian,Mohon sebutkan kegiatan usaha yang dimiliki di rumah tangga ini.,Apa jenis kegiatan usaha yang dicatat rumah tangga dalam usaha Anda?,0.9163475632667542
Q02508,Q05550,Sakernas,Sensus Penduduk,Mohon sebutkan kegiatan usaha yang dimiliki di rumah tangga ini.,Apa jenis kegiatan usaha yang dikelola rumah tangga dalam rumah tangga ini?,0.9123086333274841
Q02509,Q04520,Survei Industri,Survei Industri,Apa jenis jam kerja yang dikelola rumah tangga dalam wilayah ini?,Apa jenis jam kerja yang dilakukan rumah tangga dalam wilayah ini?,0.988956868648529
Q02509,Q09629,Survei Industri,Survei Industri,Apa jenis jam kerja yang dikelola rumah tangga dalam wilayah ini?,Apa jenis jam kerja yang dialami rumah tangga dalam wilayah ini?,0.9825769662857056
Q02509,Q05418,Survei Industri,Sensus Perumahan,Apa jenis jam kerja yang dikelola rumah tangga dalam wilayah ini?,Apa jenis jam kerja yang dicatat rumah tangga dalam lingkungan tempat tinggal?,0.9436199069023132
Q02509,Q05388,Survei Industri,SUSENAS,Apa jenis jam kerja yang dikelola rumah tangga dalam wilayah ini?,Apa jenis jam kerja yang dikelola rumah tangga dalam lingkungan tempat tinggal?,0.9414278268814087
Q02509,Q06118,Survei Industri,Sensus Pertanian,Apa jenis jam kerja yang dikelola rumah tangga dalam wilayah ini?,Apa jenis jam kerja yang dimiliki rumah tangga dalam lingkungan tempat tinggal?,0.9384883046150208
Q02509,Q07414,Survei Industri,Sensus Pertanian,Apa jenis jam kerja yang dikelola rumah tangga dalam wilayah ini?,Apa jenis jam kerja yang dilakukan rumah tangga dalam lingkungan tempat tinggal?,0.9331401586532593
Q02510,Q07597,Sensus Perumahan,Sensus Penduduk,Berapa umum jumlah anggota keluarga dalam rumah tangga ini ini?,Berapa total jumlah anggota keluarga dalam rumah tangga ini ini?,0.9937561750411987
Q02510,Q03399,Sensus Perumahan,Survei UMKM,Berapa umum jumlah anggota keluarga dalam rumah tangga ini ini?,Berapa aktual jumlah anggota keluarga dalam rumah tangga ini ini?,0.9877553582191467
Q02510,Q08720,Sensus Perumahan,Survei UMKM,Berapa umum jumlah anggota keluarga dalam rumah tangga ini ini?,Berapa perkiraan jumlah anggota keluarga dalam rumah tangga ini ini?,0.9827086925506592
Q02510,Q08438,Sensus Perumahan,Sensus Penduduk,Berapa umum jumlah anggota keluarga dalam rumah tangga ini ini?,Berapa tercatat jumlah anggota keluarga dalam rumah tangga ini ini?,0.9794674515724182
Q02510,Q03240,Sensus Perumahan,Survei UMKM,Berapa umum jumlah anggota keluarga dalam rumah tangga ini ini?,Seberapa banyak anggota keluarga yang dicatat pada rumah tangga ini?,0.9775765538215637
Q02510,Q04097,Sensus Perumahan,Sensus Penduduk,Berapa umum jumlah anggota keluarga dalam rumah tangga ini ini?,Berapa rata-rata jumlah anggota keluarga dalam rumah tangga ini ini?,0.9768368005752563
Q02510,Q03417,Sensus Perumahan,Survei Hortikultura,Berapa umum jumlah anggota keluarga dalam rumah tangga ini ini?,Seberapa banyak anggota keluarga yang dikelola pada rumah tangga ini?,0.9749869108200073
Q02510,Q05380,Sensus Perumahan,Survei Hortikultura,Berapa umum jumlah anggota keluarga dalam rumah tangga ini ini?,Berapa terkini jumlah anggota keluarga dalam rumah tangga ini ini?,0.9600287079811096
Q02511,Q03848,Survei UMKM,SUSENAS,Mohon sebutkan kendaraan rumah tangga yang dialami di lingkungan tempat tinggal.,Mohon sebutkan kendaraan rumah tangga yang dilakukan di lingkungan tempat tinggal.,0.9503385424613953
Q02511,Q03194,Survei UMKM,Sensus Pertanian,Mohon sebutkan kendaraan rumah tangga yang dialami di lingkungan tempat tinggal.,Mohon sebutkan kendaraan rumah tangga yang dikelola di lingkungan tempat tinggal.,0.9429669976234436
Q02511,Q07156,Survei UMKM,Survei Hortikultura,Mohon sebutkan kendaraan rumah tangga yang dialami di lingkungan tempat tinggal.,Bisakah Anda menyebutkan kendaraan rumah tangga yang utama terkait lingkungan tempat tinggal?,0.9188674688339233
Q02511,Q07221,Survei UMKM,Sensus Perumahan,Mohon sebutkan kendaraan rumah tangga yang dialami di lingkungan tempat tinggal.,Mohon sebutkan kendaraan rumah tangga yang dihasilkan di lingkungan tempat tinggal.,0.9120364189147949
Q02511,Q02695,Survei UMKM,Sensus Penduduk,Mohon sebutkan kendaraan rumah tangga yang dialami di lingkungan tempat tinggal.,Bisakah Anda menyebutkan kendaraan rumah tangga yang dominan terkait lingkungan tempat tinggal?,0.9091336131095886
Q02512,Q05398,SUSENAS,Sakernas,Berapa estimasi anggota keluarga yang tersedia pada lingkungan tempat tinggal tersebut?,Berapa estimasi anggota keluarga yang diperoleh pada lingkungan tempat tinggal tersebut?,0.9785772562026978
Q02512,Q05148,SUSENAS,Sensus Pertanian,Berapa estimasi anggota keluarga yang tersedia pada lingkungan tempat tinggal tersebut?,Berapa estimasi anggota keluarga yang dimiliki pada lingkungan tempat tinggal tersebut?,0.9783422350883484
Q02512,Q07616,SUSENAS,SUSENAS,Berapa estimasi anggota keluarga yang tersedia pada lingkungan tempat tinggal tersebut?,Berapa estimasi anggota keluarga yang dihasilkan pada lingkungan tempat tinggal tersebut?,0.972664475440979
Q02512,Q03102,SUSENAS,Survei Hortikultura,Berapa estimasi anggota keluarga yang tersedia pada lingkungan tempat tinggal tersebut?,Berapa perkiraan jumlah anggota keluarga dalam lingkungan tempat tinggal ini?,0.9576030969619751
Q02513,Q04116,SUSENAS,Survei UMKM,Apa jenis sumber penerangan yang tersedia rumah tangga dalam lingkungan tempat tinggal?,Apa jenis sumber penerangan yang dilakukan rumah tangga dalam lingkungan tempat tinggal?,0.9729189872741699
Q02513,Q05618,SUSENAS,Survei Hortikultura,Apa jenis sumber penerangan yang tersedia rumah tangga dalam lingkungan tempat tinggal?,Apa jenis sumber penerangan yang digunakan rumah tangga dalam lingkungan tempat tinggal?,0.972829282283783
Q02513,Q05429,SUSENAS,Sakernas,Apa jenis sumber penerangan yang tersedia rumah tangga dalam lingkungan tempat tinggal?,Apa jenis sumber penerangan yang dicatat rumah tangga dalam lingkungan tempat tinggal?,0.9702304601669312
Q02513,Q03590,SUSENAS,Sensus Penduduk,Apa jenis sumber penerangan yang tersedia rumah tangga dalam lingkungan tempat tinggal?,Apa jenis sumber penerangan yang diperoleh rumah tangga dalam lingkungan tempat tinggal?,0.9686916470527649
Q02513,Q07535,SUSENAS,Sensus Penduduk,Apa jenis sumber penerangan yang tersedia rumah tangga dalam lingkungan tempat tinggal?,Apa jenis sumber penerangan yang dihasilkan rumah tangga dalam lingkungan tempat tinggal?,0.9619398713111877
Q02513,Q05151,SUSENAS,Sensus Pertanian,Apa jenis sumber penerangan yang tersedia rumah tangga dalam lingkungan tempat tinggal?,Apa jenis sumber penerangan yang dialami rumah tangga dalam lingkungan tempat tinggal?,0.9593568444252014
Q02513,Q05943,SUSENAS,Survei Industri,Apa jenis sumber penerangan yang tersedia rumah tangga dalam lingkungan tempat tinggal?,Apa jenis sumber penerangan yang tersedia rumah tangga dalam rumah tangga ini?,0.9507321715354919
Q02513,Q09482,SUSENAS,Survei Industri,Apa jenis sumber penerangan yang tersedia rumah tangga dalam lingkungan tempat tinggal?,Apakah terdapat sumber penerangan yang tersedia dalam lingkungan tempat tinggal?,0.9358803033828735
Q02514,Q07857,Sensus Perumahan,Survei Hortikultura,Bagaimana kondisi tenaga kerja yang dialami di periode sebelumnya?,Bagaimana kondisi tenaga kerja yang dimiliki di periode sebelumnya?,0.99238520860672
Q02514,Q07858,Sensus Perumahan,Sensus Perumahan,Bagaimana kondisi tenaga kerja yang dialami di periode sebelumnya?,Bagaimana kondisi tenaga kerja yang dilakukan di periode sebelumnya?,0.9901206493377686
Q02514,Q03184,Sensus Perumahan,Survei Hortikultura,Bagaimana kondisi tenaga kerja yang dialami di periode sebelumnya?,Bagaimana kondisi tenaga kerja yang dihasilkan di periode sebelumnya?,0.9813725352287292
Q02514,Q09109,Sensus Perumahan,Sensus Penduduk,Bagaimana kondisi tenaga kerja yang dialami di periode sebelumnya?,Apakah terdapat tenaga kerja yang dialami dalam periode sebelumnya?,0.922836184501648
Q02514,Q08073,Sensus Perumahan,Survei UMKM,Bagaimana kondisi tenaga kerja yang dialami di periode sebelumnya?,Mohon sebutkan tenaga kerja yang dialami di periode sebelumnya.,0.9084715247154236
Q02514,Q05961,Sensus Perumahan,Survei Hortikultura,Bagaimana kondisi tenaga kerja yang dialami di periode sebelumnya?,Apakah terdapat tenaga kerja yang dimiliki dalam periode sebelumnya?,0.8964337706565857
Q02515,Q05940,SUSENAS,Survei UMKM,Bagaimana kondisi sumber air minum yang dilakukan di lingkungan tempat tinggal?,Bagaimana kondisi sumber air minum yang diperoleh di lingkungan tempat tinggal?,0.992693305015564
Q02515,Q05938,SUSENAS,Survei Industri,Bagaimana kondisi sumber air minum yang dilakukan di lingkungan tempat tinggal?,Bagaimana kondisi sumber air minum yang dicatat di lingkungan tempat tinggal?,0.9913379549980164
Q02515,Q02604,SUSENAS,Survei Industri,Bagaimana kondisi sumber air minum yang dilakukan di lingkungan tempat tinggal?,Bagaimana kondisi sumber air minum yang tersedia di lingkungan tempat tinggal?,0.9902515411376953
Q02515,Q07895,SUSENAS,Sensus Perumahan,Bagaimana kondisi sumber air minum yang dilakukan di lingkungan tempat tinggal?,Apakah terdapat sumber air minum yang dialami dalam lingkungan tempat tinggal?,0.9538481831550598
Q02516,Q03909,Sakernas,SUSENAS,Apakah rumah tangga dicatat volume produksi selama tahun berjalan?,Apakah rumah tangga dilakukan volume produksi selama tahun berjalan?,0.9773954153060913
Q02516,Q06369,Sakernas,Sakernas,Apakah rumah tangga dicatat volume produksi selama tahun berjalan?,Apakah rumah tangga dikelola volume produksi selama tahun berjalan?,0.9748294949531555
Q02516,Q08148,Sakernas,Survei UMKM,Apakah rumah tangga dicatat volume produksi selama tahun berjalan?,Apakah rumah tangga diperoleh volume produksi selama tahun berjalan?,0.9723425507545471
Q02516,Q03321,Sakernas,Survei UMKM,Apakah rumah tangga dicatat volume produksi selama tahun berjalan?,Apakah rumah tangga diterima volume produksi selama tahun berjalan?,0.9617353677749634
Q02516,Q05655,Sakernas,Sensus Perumahan,Apakah rumah tangga dicatat volume produksi selama tahun berjalan?,Apakah rumah tangga tersedia volume produksi selama tahun berjalan?,0.9471196532249451
Q02516,Q07214,Sakernas,Sensus Pertanian,Apakah rumah tangga dicatat volume produksi selama tahun berjalan?,Apa jenis volume produksi yang dicatat rumah tangga dalam tahun berjalan?,0.9442328810691833
Q02516,Q09316,Sakernas,Survei UMKM,Apakah rumah tangga dicatat volume produksi selama tahun berjalan?,Apa jenis volume produksi yang dialami rumah tangga dalam tahun berjalan?,0.9413324594497681
Q02516,Q08590,Sakernas,Sensus Pertanian,Apakah rumah tangga dicatat volume produksi selama tahun berjalan?,Apa jenis volume produksi yang dikelola rumah tangga dalam tahun berjalan?,0.9412809014320374
Q02517,Q04309,Sensus Pertanian,Survei Hortikultura,Berapa tercatat jumlah fasilitas rumah dalam usaha Anda ini?,Berapa aktual jumlah fasilitas rumah dalam usaha Anda ini?,0.9811760187149048
Q02517,Q04448,Sensus Pertanian,Sensus Perumahan,Berapa tercatat jumlah fasilitas rumah dalam usaha Anda ini?,Berapa keseluruhan jumlah fasilitas rumah dalam usaha Anda ini?,0.9792967438697815
Q02517,Q07632,Sensus Pertanian,SUSENAS,Berapa tercatat jumlah fasilitas rumah dalam usaha Anda ini?,Berapa total jumlah fasilitas rumah dalam usaha Anda ini?,0.9787460565567017
Q02517,Q06100,Sensus Pertanian,Sensus Perumahan,Berapa tercatat jumlah fasilitas rumah dalam usaha Anda ini?,Berapa perkiraan jumlah fasilitas rumah dalam usaha Anda ini?,0.9777418971061707
Q02517,Q04522,Sensus Pertanian,Survei UMKM,Berapa tercatat jumlah fasilitas rumah dalam usaha Anda ini?,Berapa utama jumlah fasilitas rumah dalam usaha Anda ini?,0.9759019017219543
Q02517,Q05177,Sensus Pertanian,Sensus Pertanian,Berapa tercatat jumlah fasilitas rumah dalam usaha Anda ini?,Berapa umum jumlah fasilitas rumah dalam usaha Anda ini?,0.9748314619064331
Q02517,Q02911,Sensus Pertanian,Sensus Penduduk,Berapa tercatat jumlah fasilitas rumah dalam usaha Anda ini?,Berapa rata-rata jumlah fasilitas rumah dalam usaha Anda ini?,0.95789635181427
Q02517,Q06836,Sensus Pertanian,Sensus Pertanian,Berapa tercatat jumlah fasilitas rumah dalam usaha Anda ini?,Berapa dominan jumlah fasilitas rumah dalam usaha Anda ini?,0.9547708034515381
Q02517,Q03122,Sensus Pertanian,Survei UMKM,Berapa tercatat jumlah fasilitas rumah dalam usaha Anda ini?,Berapa estimasi fasilitas rumah yang dikelola pada usaha Anda tersebut?,0.9507025480270386
Q02518,Q04471,Sensus Penduduk,Survei Industri,Berapa rata-rata jumlah aset usaha dalam tahun berjalan ini?,Berapa perkiraan jumlah aset usaha dalam tahun berjalan ini?,0.9839305877685547
Q02518,Q05503,Sensus Penduduk,Survei Industri,Berapa rata-rata jumlah aset usaha dalam tahun berjalan ini?,Berapa keseluruhan jumlah aset usaha dalam tahun berjalan ini?,0.9677954316139221
Q02518,Q08856,Sensus Penduduk,Sensus Pertanian,Berapa rata-rata jumlah aset usaha dalam tahun berjalan ini?,Berapa total jumlah aset usaha dalam tahun berjalan ini?,0.9676855802536011
Q02518,Q03406,Sensus Penduduk,Sensus Perumahan,Berapa rata-rata jumlah aset usaha dalam tahun berjalan ini?,Berapa utama jumlah aset usaha dalam tahun berjalan ini?,0.9600777626037598
Q02518,Q05908,Sensus Penduduk,Sensus Penduduk,Berapa rata-rata jumlah aset usaha dalam tahun berjalan ini?,Berapa aktual jumlah aset usaha dalam tahun berjalan ini?,0.9560849666595459
Q02518,Q09563,Sensus Penduduk,SUSENAS,Berapa rata-rata jumlah aset usaha dalam tahun berjalan ini?,Seberapa banyak aset usaha yang dikelola pada tahun berjalan?,0.9439960718154907
Q02518,Q08392,Sensus Penduduk,Sensus Pertanian,Berapa rata-rata jumlah aset usaha dalam tahun berjalan ini?,Berapa estimasi aset usaha yang tersedia pada tahun berjalan tersebut?,0.9406077861785889
Q02519,Q08983,SUSENAS,Sakernas,Bagaimana kondisi alat pertanian yang dimiliki di lingkungan tempat tinggal?,Bagaimana kondisi alat pertanian yang dilakukan di lingkungan tempat tinggal?,0.9925760626792908
Q02519,Q04595,SUSENAS,Sensus Perumahan,Bagaimana kondisi alat pertanian yang dimiliki di lingkungan tempat tinggal?,Bagaimana kondisi alat pertanian yang dialami di lingkungan tempat tinggal?,0.99216228723526
Q02519,Q04184,SUSENAS,Sensus Penduduk,Bagaimana kondisi alat pertanian yang dimiliki di lingkungan tempat tinggal?,Bagaimana kondisi alat pertanian yang dicatat di lingkungan tempat tinggal?,0.9920216798782349
Q02519,Q08014,SUSENAS,Survei Hortikultura,Bagaimana kondisi alat pertanian yang dimiliki di lingkungan tempat tinggal?,Bagaimana kondisi alat pertanian yang diperoleh di lingkungan tempat tinggal?,0.9875878691673279
Q02519,Q03659,SUSENAS,SUSENAS,Bagaimana kondisi alat pertanian yang dimiliki di lingkungan tempat tinggal?,Bagaimana kondisi alat pertanian yang digunakan di lingkungan tempat tinggal?,0.9813245534896851
Q02519,Q03263,SUSENAS,Survei Industri,Bagaimana kondisi alat pertanian yang dimiliki di lingkungan tempat tinggal?,Bagaimana kondisi alat pertanian yang diterima di lingkungan tempat tinggal?,0.973132312297821
Q02519,Q07753,SUSENAS,SUSENAS,Bagaimana kondisi alat pertanian yang dimiliki di lingkungan tempat tinggal?,Bagaimana kondisi lahan pertanian yang dilakukan di lingkungan tempat tinggal?,0.9451518058776855
Q02520,Q08641,Sensus Penduduk,Survei Industri,Bisakah Anda menyebutkan pengeluaran rumah tangga yang aktual terkait musim panen terakhir?,Bisakah Anda menyebutkan pengeluaran rumah tangga yang terkini terkait musim panen terakhir?,0.986787736415863
Q02520,Q05886,Sensus Penduduk,SUSENAS,Bisakah Anda menyebutkan pengeluaran rumah tangga yang aktual terkait musim panen terakhir?,Bisakah Anda menyebutkan pengeluaran rumah tangga yang umum terkait musim panen terakhir?,0.9823541045188904
Q02520,Q03454,Sensus Penduduk,Survei Industri,Bisakah Anda menyebutkan pengeluaran rumah tangga yang aktual terkait musim panen terakhir?,Bisakah Anda menyebutkan pengeluaran rumah tangga yang perkiraan terkait musim panen terakhir?,0.9776622653007507
Q02520,Q09260,Sensus Penduduk,Survei Industri,Bisakah Anda menyebutkan pengeluaran rumah tangga yang aktual terkait musim panen terakhir?,Bisakah Anda menyebutkan pengeluaran rumah tangga yang total terkait musim panen terakhir?,0.9734992384910583
Q02520,Q02739,Sensus Penduduk,Survei Industri,Bisakah Anda menyebutkan pengeluaran rumah tangga yang aktual terkait musim panen terakhir?,Bisakah Anda menyebutkan pengeluaran rumah tangga yang tercatat terkait musim panen terakhir?,0.9656240940093994
Q02520,Q05820,Sensus Penduduk,Sakernas,Bisakah Anda menyebutkan pengeluaran rumah tangga yang aktual terkait musim panen terakhir?,Mohon sebutkan pengeluaran rumah tangga yang dialami di musim panen terakhir.,0.9499801397323608
Q02520,Q06757,Sensus Penduduk,Survei Hortikultura,Bisakah Anda menyebutkan pengeluaran rumah tangga yang aktual terkait musim panen terakhir?,Bisakah Anda menyebutkan pengeluaran rumah tangga yang rata-rata terkait musim panen terakhir?,0.9445964694023132
Q02521,Q08377,Survei UMKM,SUSENAS,Bisakah Anda menyebutkan kendaraan rumah tangga yang aktual terkait usaha Anda?,Bisakah Anda menyebutkan kendaraan rumah tangga yang umum terkait usaha Anda?,0.9557821154594421
Q02521,Q04525,Survei UMKM,Sakernas,Bisakah Anda menyebutkan kendaraan rumah tangga yang aktual terkait usaha Anda?,Bisakah Anda menyebutkan kendaraan rumah tangga yang keseluruhan terkait usaha Anda?,0.9380831718444824
Q02521,Q07879,Survei UMKM,Survei Industri,Bisakah Anda menyebutkan kendaraan rumah tangga yang aktual terkait usaha Anda?,Bisakah Anda menyebutkan kendaraan rumah tangga yang perkiraan terkait usaha Anda?,0.9263490438461304
Q02521,Q04270,Survei UMKM,Survei Industri,Bisakah Anda menyebutkan kendaraan rumah tangga yang aktual terkait usaha Anda?,Apakah terdapat kendaraan rumah tangga yang dicatat dalam usaha Anda?,0.9210885763168335
Q02521,Q03262,Survei UMKM,Sensus Penduduk,Bisakah Anda menyebutkan kendaraan rumah tangga yang aktual terkait usaha Anda?,Mohon sebutkan kendaraan rumah tangga yang dicatat di usaha Anda.,0.9178708791732788
Q02521,Q06398,Survei UMKM,Sensus Pertanian,Bisakah Anda menyebutkan kendaraan rumah tangga yang aktual terkait usaha Anda?,Apa jenis kendaraan rumah tangga yang dicatat rumah tangga dalam usaha Anda?,0.9090627431869507
Q02521,Q07318,Survei UMKM,Sensus Perumahan,Bisakah Anda menyebutkan kendaraan rumah tangga yang aktual terkait usaha Anda?,Mohon sebutkan kendaraan rumah tangga yang dimiliki di usaha Anda.,0.9048532247543335
Q02522,Q03074,SUSENAS,Survei Industri,Bagaimana kondisi kendaraan rumah tangga yang dikelola di tahun berjalan?,Bagaimana kondisi kendaraan rumah tangga yang dilakukan di tahun berjalan?,0.9951044321060181
Q02522,Q09454,SUSENAS,Sensus Perumahan,Bagaimana kondisi kendaraan rumah tangga yang dikelola di tahun berjalan?,Bagaimana kondisi kendaraan rumah tangga yang dicatat di tahun berjalan?,0.9885296821594238
Q02522,Q06728,SUSENAS,Sensus Perumahan,Bagaimana kondisi kendaraan rumah tangga yang dikelola di tahun berjalan?,Bagaimana kondisi kendaraan rumah tangga yang dimiliki di tahun berjalan?,0.9879716634750366
Q02522,Q06571,SUSENAS,Sensus Penduduk,Bagaimana kondisi kendaraan rumah tangga yang dikelola di tahun berjalan?,Bagaimana kondisi kendaraan rumah tangga yang digunakan di tahun berjalan?,0.9817999005317688
Q02522,Q03825,SUSENAS,Survei Industri,Bagaimana kondisi kendaraan rumah tangga yang dikelola di tahun berjalan?,Bagaimana kondisi kendaraan rumah tangga yang tersedia di tahun berjalan?,0.9677123427391052
Q02522,Q06543,SUSENAS,Sakernas,Bagaimana kondisi kendaraan rumah tangga yang dikelola di tahun berjalan?,Bagaimana kondisi kendaraan rumah tangga yang diterima di tahun berjalan?,0.9608475565910339
Q02522,Q08204,SUSENAS,Sensus Penduduk,Bagaimana kondisi kendaraan rumah tangga yang dikelola di tahun berjalan?,Bagaimana kondisi kendaraan rumah tangga yang diperoleh di musim panen terakhir?,0.9126320481300354
Q02523,Q08328,Sensus Perumahan,Sensus Perumahan,Apa jenis konsumsi pangan yang dilakukan rumah tangga dalam lingkungan tempat tinggal?,Apa jenis konsumsi pangan yang dimiliki rumah tangga dalam lingkungan tempat tinggal?,0.9957939982414246
Q02523,Q04659,Sensus Perumahan,SUSENAS,Apa jenis konsumsi pangan yang dilakukan rumah tangga dalam lingkungan tempat tinggal?,Apa jenis konsumsi pangan yang dialami rumah tangga dalam lingkungan tempat tinggal?,0.9923009276390076
Q02523,Q03131,Sensus Perumahan,Survei UMKM,Apa jenis konsumsi pangan yang dilakukan rumah tangga dalam lingkungan tempat tinggal?,Apa jenis konsumsi pangan yang diperoleh rumah tangga dalam lingkungan tempat tinggal?,0.991306722164154
Q02523,Q09723,Sensus Perumahan,Sensus Pertanian,Apa jenis konsumsi pangan yang dilakukan rumah tangga dalam lingkungan tempat tinggal?,Apa jenis konsumsi pangan yang tersedia rumah tangga dalam lingkungan tempat tinggal?,0.9844915270805359
Q02523,Q07908,Sensus Perumahan,Sensus Pertanian,Apa jenis konsumsi pangan yang dilakukan rumah tangga dalam lingkungan tempat tinggal?,Apa jenis konsumsi pangan yang dimiliki rumah tangga dalam rumah tangga ini?,0.9549323916435242
Q02523,Q03633,Sensus Perumahan,Sensus Perumahan,Apa jenis konsumsi pangan yang dilakukan rumah tangga dalam lingkungan tempat tinggal?,Apa jenis konsumsi pangan yang dikelola rumah tangga dalam rumah tangga ini?,0.954810380935669
Q02524,Q07209,Sensus Penduduk,Survei Hortikultura,Bisakah Anda menyebutkan anggota keluarga yang rata-rata terkait bulan lalu?,Bisakah Anda menyebutkan anggota keluarga yang perkiraan terkait bulan lalu?,0.9451545476913452
Q02524,Q08541,Sensus Penduduk,Sakernas,Bisakah Anda menyebutkan anggota keluarga yang rata-rata terkait bulan lalu?,Bisakah Anda menyebutkan anggota keluarga yang keseluruhan terkait bulan lalu?,0.9115967154502869
Q02524,Q06617,Sensus Penduduk,Survei Industri,Bisakah Anda menyebutkan anggota keluarga yang rata-rata terkait bulan lalu?,Mohon sebutkan anggota keluarga yang dicatat di bulan lalu.,0.9052443504333496
Q02524,Q07725,Sensus Penduduk,SUSENAS,Bisakah Anda menyebutkan anggota keluarga yang rata-rata terkait bulan lalu?,Bisakah Anda menyebutkan anggota keluarga yang rata-rata terkait seminggu terakhir?,0.9016005396842957
Q02524,Q06066,Sensus Penduduk,Survei Industri,Bisakah Anda menyebutkan anggota keluarga yang rata-rata terkait bulan lalu?,Berapa aktual jumlah anggota keluarga dalam bulan lalu ini?,0.8978995084762573
Q02525,Q06506,Sensus Penduduk,Sensus Pertanian,Bagaimana kondisi hasil panen yang dialami di aktivitas sehari-hari?,Bagaimana kondisi hasil panen yang dilakukan di aktivitas sehari-hari?,0.9657133221626282
Q02525,Q09622,Sensus Penduduk,Survei Hortikultura,Bagaimana kondisi hasil panen yang dialami di aktivitas sehari-hari?,Bagaimana kondisi hasil panen yang diterima di aktivitas sehari-hari?,0.9576939344406128
Q02525,Q06134,Sensus Penduduk,Survei UMKM,Bagaimana kondisi hasil panen yang dialami di aktivitas sehari-hari?,Bagaimana kondisi hasil panen yang dihasilkan di aktivitas sehari-hari?,0.9551388025283813
Q02525,Q04864,Sensus Penduduk,Sensus Pertanian,Bagaimana kondisi hasil panen yang dialami di aktivitas sehari-hari?,Bagaimana kondisi hasil panen yang digunakan di aktivitas sehari-hari?,0.9287890195846558
